model,outcome,relative_path,size_bytes,task_directory
baseline,success,baseline/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/d19714f8-2c10-4284-8621-60f3117bfcc5_s1.mp4,286816,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
baseline,success,baseline/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/f5d6537c-de87-4f80-abeb-065c659af6af_s1.mp4,287934,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
baseline,success,baseline/02_pick_up_the_salad_dressing_and_place_it_in_the_basket/fbb5859f-012b-4c6d-849d-26fe2fd9e8a4_s1.mp4,304474,02_pick_up_the_salad_dressing_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/09858525-bcce-4c5e-8eef-1ea609a036fb_s1.mp4,319311,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/11828515-235c-4533-bf55-40a9f1e896e2_s1.mp4,307210,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/11d278fc-1a30-4869-b9bf-7c8284fe74ce_s1.mp4,354393,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/191dc842-8fed-42e3-8213-a7871ea41b37_s1.mp4,445644,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/1d4be792-3a06-47fc-9259-2c799599767c_s1.mp4,298212,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/31f95dab-c154-4b4e-abaa-621adac883d0_s1.mp4,351785,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/386b1f39-1b8d-44a2-96ce-40f0bc757e1d_s1.mp4,335613,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/4023a3ca-cb6d-491c-9f40-6d66290eabcd_s1.mp4,279031,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/412102b0-0773-40bf-8a76-cb512f3e7227_s1.mp4,277364,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/4e9c1f2e-2f23-4168-a379-9699ec8c1477_s1.mp4,333593,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/5a8e2ef6-7014-4570-bfed-7c4471a2ea78_s1.mp4,282488,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/896219d8-f476-4561-b1df-474c107e7c43_s1.mp4,290518,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/a0cf82d5-c9e1-412a-95cc-28eb1d9102c9_s1.mp4,339358,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/a3e22e3d-baec-4fb3-b3a4-b42de35d4ff6_s1.mp4,302726,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/a5341ab5-b770-40fa-9253-53d5dd010293_s1.mp4,297406,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/b2764e4b-b321-4580-96d2-47b830d9112b_s1.mp4,279488,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/cbfd8905-248a-4161-990c-3f2d29b4c3ba_s1.mp4,288660,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/d134de35-7de5-452d-8bd9-82f12286a9cc_s1.mp4,286100,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/e187caa8-041a-4072-9096-4c00fb24bd88_s1.mp4,290829,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/03_pick_up_the_bbq_sauce_and_place_it_in_the_basket/e434ae6d-5674-419b-a924-450083e9c4d1_s1.mp4,292487,03_pick_up_the_bbq_sauce_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/010d036f-c7ac-4b1f-9494-a8826f787cbe_s1.mp4,302914,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/033c7b5d-cdce-4bf4-b7bb-63500c5ede58_s1.mp4,375338,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/051b21ab-1362-43b1-abd3-3aa63454f95c_s1.mp4,305621,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/05290d6e-0a37-4e1b-816c-225b91c3a467_s1.mp4,274725,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/0a324c3c-2422-4cd9-865c-b49bd0b5d2ff_s1.mp4,293579,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/10a3e2c5-5027-4ad7-9408-47fee3e808b6_s1.mp4,292001,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/2c450783-572f-4dbb-a660-ee9ecf2d5843_s1.mp4,280779,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/2d4e3d57-551a-4b73-ac0e-023a46a57e06_s1.mp4,300448,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/46c66e28-b2bd-44dd-8248-cfd3fa4ba11e_s1.mp4,285835,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/4b4f3dc9-a886-4e86-9b59-419113ac483e_s1.mp4,300305,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/71ae58bd-7f55-4105-9799-76ac00b7f268_s1.mp4,285228,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/86cba860-682d-4f8c-aad2-7d1590a16e27_s1.mp4,287166,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/903e315c-80f9-48c9-8272-99fbab6b2369_s1.mp4,308189,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/90e8876b-3888-4f11-bc2c-1d1b8f7dd284_s1.mp4,284321,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/b8efe38c-c106-43a9-b046-2900c147e957_s1.mp4,292485,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/cdf88772-6eb2-427a-945c-62e04bca10e4_s1.mp4,277596,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/da8e2284-7572-41ea-9de8-bc669c9a3b20_s1.mp4,275088,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/ecb28443-78e0-4b23-b61f-1fb979ae800c_s1.mp4,306032,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/fd1dd469-d24c-4c25-9029-c04713c11757_s1.mp4,284701,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/04_pick_up_the_ketchup_and_place_it_in_the_basket/ff1a6eb5-9c38-4087-ab12-6f94fdc2c289_s1.mp4,292712,04_pick_up_the_ketchup_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/0e00203d-8e53-4be0-94be-40f0a4611b45_s1.mp4,310346,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/11ff499b-22b9-4466-abb4-a6dca02d4416_s1.mp4,326503,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/22d513eb-39f5-4be9-9030-444b429b6eaf_s1.mp4,317377,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/3fae4af1-1a6e-48c0-a478-bca7f429aeaa_s1.mp4,313419,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/48806c78-a531-4110-82e3-215280c8090d_s1.mp4,301473,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/575af6af-463d-43e3-aee8-f45a97474331_s1.mp4,336791,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/636dafee-09ee-4fca-92e2-9edfcd18e3df_s1.mp4,311032,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/66b5ba7a-f8ef-4f10-8b5a-579d5ed601a0_s1.mp4,346678,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/6ff9d055-6284-4116-8923-c216d070266f_s1.mp4,302026,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/777c595d-57cd-4b07-b946-6bc1c222bbf0_s1.mp4,302505,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/7c9c85ae-febc-4038-b8d1-a614b0e3864a_s1.mp4,356502,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/88fec8bd-59f4-4b89-ab14-14e756577124_s1.mp4,319579,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/8b7a0ce3-60bc-4439-9553-6e103dbf5550_s1.mp4,297833,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/a123061e-67da-4c87-8576-cf83e1900149_s1.mp4,295371,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/b44598ed-ce22-4f41-b87f-e4255ec8f6a4_s1.mp4,347352,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/b4dc387e-50ce-491a-b929-f375f0bbc1fd_s1.mp4,325873,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/cfa00c2d-95fb-4ed7-9148-d7ff26f71dc8_s1.mp4,326925,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/e601f6f2-aa0f-4f2f-84eb-38a747dd204d_s1.mp4,317331,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/ec224f15-7e83-41a7-920c-5af66474bf9b_s1.mp4,302212,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/05_pick_up_the_tomato_sauce_and_place_it_in_the_basket/f69a94fe-4ce0-4620-83f8-282e0003299a_s1.mp4,343892,05_pick_up_the_tomato_sauce_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/13670b52-438b-4130-a0bc-551a6b68b694_s1.mp4,336022,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/246f73f5-5175-48d5-8a74-2c90fecf10e3_s1.mp4,327775,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/360b0d66-7e1c-4bdb-afd0-0f1619ef5468_s1.mp4,358857,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/4d9a4206-2de7-4392-9bc1-f8589817e486_s1.mp4,297456,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/5315cce2-e9e2-4e0f-b459-5e9f6bc8131a_s1.mp4,351295,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,fail,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/5427e4f6-b298-4495-8b1e-49c3cdceddf4_s0.mp4,1560415,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/58cf5aa2-4d11-42cb-b385-963eab7a4fbc_s1.mp4,441935,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/8e95e5fd-2bd7-40a5-a5d5-440880d243b7_s1.mp4,398113,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/a065d4e8-31d5-4045-93b8-2005a58c00c3_s1.mp4,325279,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/abc58e97-f5cd-4ec1-9656-9a9e4d57326d_s1.mp4,357284,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/b8c04ca4-b958-4e56-9f3f-a7871c8887be_s1.mp4,331996,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/bb580233-8905-4153-a21d-41a42fc6ca7b_s1.mp4,359005,06_pick_up_the_butter_and_place_it_in_the_basket
baseline,success,baseline/06_pick_up_the_butter_and_place_it_in_the_basket/bfa3b064-1782-4fb1-bbf9-e063c5242c2d_s1.mp4,326029,06_pick_up_the_butter_and_place_it_in_the_basket
